tabela_id,uf_nome,sexo,variavel_nome,unidade_medida,valor,ano,trimestre,periodo_label,valor_imputado,is_outlier,indicador_tabela,valor_normalizado,faixa_rendimento,gap_salarial_pct
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.7,2023,3,2023-T3,31.7,False,Força de trabalho e informalidade,0.7821782178217824,Não se aplica,31.15
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3382.0,2023,4,2023-T4,3382.0,False,Força de trabalho e informalidade,0.9490586932447397,Não se aplica,33.99
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2580.0,2023,4,2023-T4,2580.0,False,Força de trabalho e informalidade,0.504983388704319,Não se aplica,33.99
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.9,2023,4,2023-T4,31.9,False,Força de trabalho e informalidade,0.8019801980198022,Não se aplica,33.99
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.1,2023,4,2023-T4,31.1,False,Força de trabalho e informalidade,0.722772277227723,Não se aplica,33.99
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3429.0,2024,1,2024-T1,3429.0,False,Força de trabalho e informalidade,0.9750830564784053,Não se aplica,30.87
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2587.0,2024,1,2024-T1,2587.0,False,Força de trabalho e informalidade,0.5088593576965671,Não se aplica,30.87
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,32.8,2024,1,2024-T1,32.8,False,Força de trabalho e informalidade,0.891089108910891,Não se aplica,30.87
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,29.6,2024,1,2024-T1,29.6,False,Força de trabalho e informalidade,0.5742574257425748,Não se aplica,30.87
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3430.0,2024,2,2024-T2,3430.0,False,Força de trabalho e informalidade,0.9756367663344406,Não se aplica,32.89
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2592.0,2024,2,2024-T2,2592.0,False,Força de trabalho e informalidade,0.5116279069767441,Não se aplica,32.89
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,33.8,2024,2,2024-T2,33.8,False,Força de trabalho e informalidade,0.9900990099009901,Não se aplica,32.89
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,29.9,2024,2,2024-T2,29.9,False,Força de trabalho e informalidade,0.603960396039604,Não se aplica,32.89
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3427.0,2024,3,2024-T3,3427.0,False,Força de trabalho e informalidade,0.9739756367663345,Não se aplica,30.18
